"RCP_SEQ","RCP_NM","VEGE_CLASS_SEQ","RCP_WAY2","RCP_PAT2","INFO_EMISSIONS","INFO_ENG","INFO_CAR","INFO_PRO","INFO_FAT","INFO_NA","HASH_TAG","ATT_FILE_NO_MAIN","ATT_FILE_NO_MK","RCP_PARTS_DTLS","MANUAL01","MANUAL02","MANUAL03","MANUAL04","MANUAL05","MANUAL06","MANUAL07","MANUAL08","MANUAL09","MANUAL10"
"781","통도라지양념구이","6","굽기","반찬","42.40","84.80","12.00","2.20","3.10","263.90","","http://www.foodsafetykorea.go.kr/uploadimg/20200317/20200317111149_1584411109361.JPG","http://www.foodsafetykorea.go.kr/uploadimg/20200317/20200317111149_1584411109592.JPG","통도라지 80g, 배 5g, 다진마늘 3g, 골파 15g, 통깨 3g, 고추장 10g, 간장 7.5g, 참기름 15g, 소금(쓴맛 제거용) 5g","1. 통도라지는 세척 후 껍질을 제거한다.","2. 통도라지를 소금물에 담궈 쓴맛을 우려낸 후 물기를 없앤다.","3. 통도라지를 반으로 갈라서 방망이로 두들겨 얇고 넓적하게 만든다.","4. 갈은 배, 다진 마늘, 고추장, 간장, 참기름을 이용하여 양념장을 만든다.","5. 팬에 도라지를 구워 익히다가, 양념장을 발라 약한불에서 다시 굽는다.","","","","",""
"782","삼색계란찜","4","찌기","반찬","339.00","178.60","4.50","17.10","10.30","459.10","","http://www.foodsafetykorea.go.kr/uploadimg/20200317/20200317111454_1584411294716.JPG","http://www.foodsafetykorea.go.kr/uploadimg/20200317/20200317111454_1584411294913.JPG","계란 60g, 시금치 20g, 비트 10g, 우유 20g, 애플민트 1g, 다시마 3g, 소금 0.5g","1. 다시마를 물에 씻어 낸 후 찬물에 우려낸다.","2. 시금치와 비트는 다시마 우린물을 넣고 각각 갈아 준다.","3. 계란과 우유를 섞어 계란물을 만든다.","4. 계란물을 3등분 하여 나눠 담아 놓는다.","5. 나눠 놓은 계란물에 시금치, 비트를 각각 섞는다.","","","","",""
"783","고구마순들깨나물","6","기타","반찬","28.00","118.41","7.28","5.44","7.50","341.91","","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129101743_1611883063736.JPG","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129101744_1611883064025.JPG","고구마순 60g, 들깨가루 20g, 다시마 2g, 소금 1g, 참기름 2g","1. 고구마순을 끓는 물에 삶아 씻어둔다.","2. 물과 다시마를 약불에 10분정도 우려 다시물을 낸다.","3. 고구마순을 팬으로 옮기고 다시물을 넣어 삶는다.","4. 다시물이 반쯤 줄어들면 소금과 들깻가루를 넣는다.","5. 물기가 없게 볶아준 후 참기름을 넣는다.","","","","",""
"784","시금치토마토무침","6","기타","반찬","82.80","46.98","4.43","2.92","1.95","36.90","","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129103147_1611883907986.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129103208_1611883928994.JPG","시금치 80g, 방울토마토 30g, 참기름 2g, 참깨 1g, 마늘 1g, 함초가루 1g","1. 시금치를 끓는 물에 살짝 데친다.","2. 데친 시금치는 찬물에 헹구어 내고 물기를 짠다.","3. 방울토마토는 끓는 물에 살짝 데쳐 껍질을 제거한다.","4. 껍질을 제거한 방울토마토는 반으로 자른다.","5. 데친 시금치에 토마토, 함초가루, 참기름, 참깨, 마늘을 넣어 무친다.","","","","",""
"785","바나나미숫가루쉐이크","5","기타","후식","100.00","128.76","23.35","5.62","1.43","40.75","","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129103756_1611884276239.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129103817_1611884297034.JPG","미숫가루 15g, 바나나 50g, 우유 100ml","1. 바나나 껍질을 벗긴다.","2. 바나나를 알맞은 크기로 잘라 준비해 둔다.","3. 우유와 미숫가루를 알맞은 양으로 계량한다.","4. ③과 바나나를 믹서기에 넣는다.","5. 건더기가 생기지 않을 정도로 간다.","","","","",""
"786","배쨈 식빵","4","기타","기타","925.00","303.00","50.96","10.49","6.43","4.98","","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129015238_1611895958550.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129015300_1611895980977.jpg","(반죽재료) 강력분 500g, 인스턴트 이스트 5g, 소금 7g, 달걀 50g(1개), 우유 250g, 포도씨유 50g
(속재료) 배 1개, 전분물 24g
(토핑재료) 배 1개","1. (속재료) 배는 껍질을 제거하고 믹서기에 갈아 준 후 체에 걸러 배즙을 만든다. 배즙을 냄비에 넣고 전분과 함께 중불로 20분간 끓여서 배 시럽을 만든다.","2. (토핑) 배는 1개는 작게 잘라 건조시켜 배 크런치 10g을 만든다.","3. 강력분, 소금, 이스던트 이스트를 잘 섞다가 달걀과 미지근하게 데운 우유, 포도씨유를 조금씩 넣어가며 반죽한다.","4. 완성된 반죽을 1-2시간동안 실온에서 1차 발효 시킨 후, 세 덩어리로 나누어 15분 정도 2차 발효 해준다.","5. 2차 발효를 마친 반죽 세덩어리를 포도씨유가 발린 식빵틀에 나란히 담아서 180도로 예열한 오븐에 30분 정도 굽는다.
★꼬지로 찔렀을 때 반죽이 묻어나지 않으면 다 익은 거예요.""""","","","","",""
"787","사과 견과류 식빵","4","기타","기타","662.00","269.00","44.91","9.23","5.84","6.42","","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129023426_1611898466994.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129023452_1611898492273.jpg","(반죽재료) 강력분 250g, 소금 5g, 드라이이스트 6g, 버터 25g, 달걀 22g, 우유 175g 
(속재료) 사과 500g (2개), 견과류 15g","1. (속재료) 사과 1개와 견과류는 다이스하고 사과 1개는 강판에 간 후 냄비에 졸인다.
★ 사과를 졸이면 단 맛이 농축되고, 갈변도 막을 수 있어요.","2. 강력분과 소금, 이스트, 우유, 물을 넣고 반죽하여 어느 정도 글루텐이 형성되면 버터를 넣어 반죽한다.","3. 반죽을 60분 정도 1차 발효하고 분할해 둥글리기 하여 중간 발효한다.","4. 중간발효가 끝난 반죽은 길게 밀어 편 후 졸인 사과와 견과류를 넣어 롤로 말아 30분간 2차 발효한다.","5. 2차 발효한 반죽 위에 계란물을 발라 아랫불160℃, 윗 불180℃의 오븐에 넣고 30분간 굽는다.","","","","",""
"788","카카오 깜빠뉴","5","기타","기타","851.20","304.00","50.51","9.18","7.22","11.22","","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129032316_1611901396829.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129032341_1611901421638.jpg","(반죽재료) 강력분 500g, 소금 8g, 코코아 30g, 버터 38g, 생이스트 8g, 드라이이스트(레드) 4g, 파트 페레멘테 95g, 우유 114ml, 물 236g 

(속재료) 카카오 닙스 94g, 호두 94g, 건포도 150g","1. 버터를 제외한 모든 재료를 넣어 반죽하다가 버터를 넣어 최종까지 믹스한다. 믹스된 반죽에 속재료를 넣어 골고루 섞는다.","2. 1차 발효 30분 후 punch 후 35분 발효 시킨다.
★punch는 가스를 빼는 과정을 얘기해요.","3. 200g 분할 후 중간발효 20분을 한다.","4. 중간 발효된 반죽은 둥글게 성형한다.","5. 스프레이를 뿌린 후 덧가루를 묻혀 50분 동안 2차 발효 한다.","","","","",""
"789","곶감 베이글","6","기타","기타","345.60","285.00","55.76","9.84","2.55","8.51","","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129043447_1611905687183.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129043511_1611905711125.jpg","(반죽재료) 통밀가루 200g, 강력밀가루 150g, 인스턴트 드라이 이스트 8g, 사과종 30ml, 물 220ml, 소금 6g, 카놀라유 20g, 레몬 제스트 1개, 곶감 88g","1. 레몬의 겉껍질로 제스트를 만들고, 곶감은 작은 다이스로 썬다.","2. 물에 만들어 놓은 레몬 제스트와 소금, 이스트, 사과종, 카놀라유를 넣고 섞어준 뒤 통밀가루와, 강력분을 넣고 반죽해 겉표면이 매끄럽고 탄력성을 가질 때 까지 치댄다.","3. 반죽에 비닐을 덮어 40~50℃에서 2배가 부풀 때까지 1차발효하고, 발효가 끝난 반죽은 기포를 빼준 뒤 75g씩 분할해 둥글리기하고 비닐을 씌워 다시 15분간 중간 발효한다.","4. 반죽은 가스를 살짝 빼주고 타원형으로 밀고, 곶감을 올려 삼절 접기한 다음 이음새를 꼬집고 양쪽을 붙여 원형모양으로 성형하여 30분간 2차 발효한다.","5. 발효된 반죽은 끓는 물에 앞, 뒤로 10초간 데쳐내고 팬닝한다.","","","","",""
"790","단호박크림을 곁들인 브로콜리 베이글","5","기타","기타","1435.00","242.00","37.22","7.76","6.93","0.98","","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129044142_1611906102544.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129044208_1611906128946.jpg","(반죽재료) 강력분 225g, 물 40ml, 블루베리 발효원종 550g, 소금 3g, 올리브유 15g, 브로콜리 100g 
(속재료) 단호박 600g, 생크림 250g","1. (속재료) 익힌 단호박과 생크림을 믹싱하여 단호박 크림을 만든다.
★ 단호박은 쪄서 사용하는게 좋아요.","2. 브로콜리를 제외한 반죽 재료를 넣고 최종단계까지 믹싱한 후 삶아서 다진 브로콜리를 넣고 섞어준다. 1차 발효를 고온발효로 27℃에서 1시간 발효한다.","3. 130g씩 분할하여 둥글리기 후 중간 발효를 20분간 한다.","4. 반죽을 30cm ~35cm 정도 늘린 후 링 모양으로 정형하여 팬닝한 후 35℃, 85%의 습도 환경에서 60분간 2차 발효 해주고 끓는 물에 양쪽 면을 데친다.","5. 210℃에서 15분간 구워주고 식힘망에서 식힌다.","","","","",""
"791","어묵 잡채","1","기타","일품","1139.65","221.90","16.20","21.20","8.00","689.50","","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310100338_1615338218715.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310100359_1615338239834.JPG","돼지고기(70g), 어묵(100g), 아삭이고추(30g), 빨강 파프리카(25g), 노랑 파프리카(25g), 콩나물(150g), 소금(0.3g), 후춧가루(0.3g), 굴소스(5g), 참기름(1g)","1. 돼지고기, 어묵, 아삭이고추, 파프리카는 채 썬다.","2. 콩나물은 찬물에 헹궈 체에 밭친다.","3. 채 썬 돼지고기에 밑간을 한다.","4. 중간 불로 달군 팬에 밑간한 돼지고기를 넣어 3분간 볶는다.","5. 채 썬 재료와 어묵을 넣어 5분간 볶는다.","","","","",""
"792","토마토 비빔국수","4","기타","일품","691.00","346.00","69.70","9.90","3.00","128.70","","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310102052_1615339252330.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310102111_1615339271361.JPG","양파(20g), 바질(10g), 삶은 달걀(1개), 쌀국수(100g), 토마토(200g), 고추장(½Ts), 고춧가루(½Ts), 꿀(1Ts)","1. 양파, 바질은 채 썰고, 삶은 달걀은 반으로 자른다.","2. 채 썬 양파는 찬물에 담가 체에 밭쳐 물기를 제거한다.","3. 믹서에 비빔소스 재료를 넣고 갈아 비빔소스를 만든다.","4. 끓는 물(8컵)에 쌀국수를 넣어 2분 삶아 찬물에 헹궈 체에 밭친다.","5. 그릇에 쌀국수 → 비빔소스 → 양파, 바질 → 달걀 순으로 얹고 마무리한다.","","","","",""
"793","멸치 전복 저염국수","3","기타","일품","102.80","179.00","29.90","8.30","2.90","294.20","","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310101237_1615338757971.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310101256_1615338776495.JPG","전복(2개), 애호박(20g), 표고버섯(15g), 당근(20g), 달걀지단(흰자, 노른자 각각 1장), 삶은 쌀소면(80g), 식용유(5㎖), 멸치(5g), 황태포(2g), 다시마(3g), 대파(100g), 양파(60g), 통후추(2g), 고춧가루(3g), 저염 간장(5g), 식초(2g), 다진 파(1g), 다진 마늘(1g), 참기름(1g)","1. 약한 불에 멸치와 황태포를 5분간 볶은 뒤 나머지 육수 재료와 물(1L)을 넣어 끓어오르면 30분간 끓이고 체에 밭쳐 거른다.","2. 건진 멸치는 잘게 다지고, 전복은 껍질과 내장을 제거한 뒤 칼집을 넣고, 애호박, 표고버섯, 당근, 달걀지단은 채 썬다.","3. 잘게 다진 멸치에 멸치 양념장 재료를 넣어 멸치 양념장을 만든다.","4. 냄비에 육수를 붓고 약한 불에 손질한 전복을 넣어 5분간 익힌다.","5. 중간 불로 달군 팬에 식용유(5㎖)를 두른 뒤 손질한 채소를 볶는다.","","","","",""
"794","유부초절임","6","기타","반찬","45.30","34.32","6.11","1.45","0.46","4.22","유부","http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408101724_1554686244336.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408101726_1554686246668.jpg","사과 20g, 유부 5g, 양배추 15g, 당근 10g, 설탕 3g, 식초 15g, 오이 15g, 다시마 5g","1. 유부와 다시마를 데친다.","2. 데친 유부의 물기를 짜내고 채썬다.","3. 데친 다시마를 채썬다.","4. 양배추와 당근, 사과, 오이를 채썬다.","5. 설탕과 식초, 후추를 섞어 소스를 만든다.","","","","",""
"795","토마토 미소 된장국","3","끓이기","국&찌개","238.90","46.85","5.29","3.43","1.33","630.14","토마토","http://www.foodsafetykorea.go.kr/uploadimg/20190409/20190409055823_1554800303065.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20190409/20190409055824_1554800304712.jpg","토마토 50g, 두부 30g, 양파 15g, 표고버섯 15g, 멸치 5g, 고추 8g, 대파 3g, 다시마 2g, 미소된장 30g","1. 멸치, 다시마를 끓여 육수를 만든다.","2. 두부, 양파, 표고버섯, 고추, 대파를 먹기 좋은 크기로 썬다.","3. 냄비에 물을 끓여 토마토를 5분 정도 익힌다.","4. 토마토 껍질을 제거하고 적당한 크기로 썰어 씨를 제거한다.","5. 육수에 미소 된장을 풀고 양파, 표고버섯을 넣는다.","","","","",""
"796","미역 미소국","6","끓이기","국&찌개","5.60","14.34","2.38","1.12","0.04","192.69","미소된장","http://www.foodsafetykorea.go.kr/uploadimg/20190410/20190410012615_1554870375807.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20190410/20190410012617_1554870377755.jpg","미소된장 3.5g, 건미역 2g, 가츠오부시 0.3g, 미향 0.3g","1. 건미역을 물에 불린다.","2. 불린 미역을 잘게 다진다.","3. 냄비에 분량의 물을 넣고 가츠오부시를 우린다. (물 1인 기준 : 350ml)","4. 우려낸 육수에 미소된장을 푼다.","5. 4에 미역을 넣고 한소끔 끓인다.","","","","",""
"797","포두부채소잡채","3","볶기","반찬","155.10","148.00","13.20","13.00","4.80","95.20","","http://www.foodsafetykorea.go.kr/uploadimg/20200317/20200317112046_1584411646639.JPG","http://www.foodsafetykorea.go.kr/uploadimg/20200317/20200317112046_1584411646939.JPG","포두부 35g, 참느타리버섯 15g, 양파 15g, 게맛살 5g, 청피망 5g, 홍피망 5g, 파 3g, 생강 1g, 다진마늘 3g, 설탕 5g, 노두유 1g","1. 포두부, 양파, 피망, 파, 생강은 가늘게 채 썬다.","2. 참느타리버섯, 게맛살은 가늘게 찢는다.","3. 기름 두른 팬에 다진마늘, 생강을 볶는다.","4. 포두부를 제외한 전처리 해둔 재료를 넣어 볶는다.","5. 야채가 익으면 노두유와 설탕을 넣어 볶는다.","","","","",""
"798","속이 든든든한 밥 빵","6","기타","기타","110.00","228.00","41.59","8.52","3.06","5.35","","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129055906_1611910746844.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129053543_1611909343538.jpg","(반죽재료) 강력 쌀가루 240g, 불린밥 100g, 물 150ml, 이스트 4g, 소금 4g, 코코넛 오일 12g 
(속재료) 단호박 700g, 옥수수 100g","1. (속재료) 익혀 낸 단호박과 옥수수 알을 섞어준다.","2. 쌀가루, 소금, 불린 밥, 물을 넣고 한 덩어리가 되게 반죽한 다음 코코넛 오일을 넣고 부드러워질 때까지 반죽한다.","3. """"반죽의 크기가 두 배가 될 때까지 발효한다. 
★손으로 반죽을 눌렀을 때 자국이 남아 있으면 발효가 잘 된 거예요.""""","4. 반죽을 얇은 직사각형(크기 약 35cm ×28cm, 두께 약 0.5cm )으로 밀어 위에 속재료를 바르고 말아준다.","5. 말린 반죽을 약 4cm 크기로 잘라 머핀틀에 넣어 틀에 꽉 찰때까지 발효한다.","","","","",""
"799","참외지 리코타버무리","5","기타","후식","421.20","203.90","16.30","5.40","13.00","100.30","","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310015754_1615352274451.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310015811_1615352291503.JPG","참외(110g), 아몬드(5g), 소금(1g), 설탕(2g), 레몬즙(15g), 올리브유(2g), 유자청(5g), 리코타치즈(15g)","1. 참외는 껍질을 벗기고 반 갈라 속을 파내고, 파낸 속은 면포에 감싸 즙을 짠다.","2. 과육은 필러로 얇게 저민 뒤 손으로 즙을 꼭 짠다.","3. 참외즙에 끓는 물(50㎖)과 양념을 넣어 고루 섞는다.","4. 양념을 섞은 참외즙에 얇게 저민 참외 과육을 넣어 냉장실에서 20분간 절인다.","5. 소스를 만든다.","","","","",""
"800","과일 피클 젤리","1","기타","후식","253.80","78.90","14.50","4.70","0.20","169.50","","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310022947_1615354187025.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310023007_1615354207346.JPG","방울토마토(50g), 바나나(80g), 청포도(50g), 젤라틴(7.5g), 한천가루(0.25g), 피클링 스파이스(5g), 사과식초(10g), 설탕(3g), 올리고당(5g), 소금(1g)","1. 과일은 한입 크기로 썬다.","2. 젤라틴은 찬물에 불린다.","3. 냄비에 물(100㎖), 양념을 넣어 끓인 뒤 피클링 스파이스를 체로 거른다.","4. ③에 불린 젤라틴과 한천가루를 넣어 녹인 뒤 한 김 식힌다.","5. 유리 용기에 손질한 과일을 담고 식힌 ④의 젤라틴 물을 붓는다.","","","","",""
"801","바나나 쑥두부푸딩","5","기타","후식","580.40","482.80","61.70","22.40","16.30","70.60","","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310023400_1615354440750.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310023422_1615354462871.JPG","흰강낭콩(30g), 두부(140g), 우유(40g), 올리고당(50g), 바나나(1개), 쑥 파우더(1g), 아몬드(2g)","1. 흰강낭콩은 물에 담가 8시간 불렸다가 건진 뒤 끓는 물에 20분간 삶는다.","2. 끓는 물에 두부를 살짝 데쳐 건진다.","3. 믹서에 데친 두부, 삶은 흰강낭콩, 우유, 올리고당, 바나나(½분량)를 넣어 곱게 간다.","4. 믹서에 데친 두부, 삶은 흰강낭콩, 우유, 올리고당, 바나나(½분량)를 넣어 곱게 간다.","5. 나머지 바나나는 한입 크기로 썰고 아몬드와 함께 푸딩 위에 올린다.","","","","",""
"802","채소말이와 고구마가지구이","4","기타","일품","298.75","548.40","58.30","15.90","28.00","229.80","","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310023755_1615354675351.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310023819_1615354699431.JPG","가지(½개+20g), 양배추(70g), 빨강 파프리카(20g), 당근(20g), 청경채(1단), 달걀지단(3개 분량), 구운 김(1장), 불린 라이스페이퍼(2장), 깻잎(2장), 찐 고구마(200g), 우유(15g), 무염 버터(20g), 다진 마늘(5g), 무염 치즈(15g), 생크림(75g), 후춧가루(0.5g), 식용 꽃(노란색 2개), 파슬리가루(2g), 식용유(35ml)","1. 가지(½개)는 반 갈라 속을 파고, 나머지 가지(20g), 양배추(50g), 빨강 파프리카, 당근은 채 썰고, 양배추(20g)와 청경채는 한입 크기로 썰고, 달걀지단은 채 썬다.","2. 찐 고구마는 껍질을 벗겨 우유와 생크림, 무염 버터를 으깨고 고루 섞어 속을 판 가지에 채운 뒤 다진 마늘과 무염 치즈를 올려 180℃로 예열한 오븐에 5분간 굽는다.","3. 중간 불로 달군 팬에 식용유(20㎖)를 두른 뒤 채 썬 가지, 양배추, 파프리카, 당근을 2분간 볶아 꺼낸다.","4. 같은 팬에 식용유(15㎖)를 두른 뒤 한입 크기로 썬 양배추와 청경채, 후춧가루(0.5g)를 넣어 3분간 볶아 꺼낸다.","5. 구운 김에 불린 라이스페이퍼 → 달걀지단 → 깻잎 → 볶은 채 썬 채소 순으로 넣어 돌돌 말아 한입 크기로 썬다.","","","","",""
"803","들깨 곤약 냉채","2","기타","일품","280.50","124.00","10.20","14.30","2.90","55.20","","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310035228_1615359148382.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310035246_1615359166437.jpg","닭가슴살(40g), 노랑 파프리카(20g), 양파(15g), 오이(15g), 당근(15g), 곤약면(80g), 어린잎채소(10g), 겨잣가루(10g), 식초(20g), 올리고당(10g), 들깻가루(10g), 소금(0.3g), 저염 간장(0.5g)","1. 닭가슴살은 끓는 물에 7분간 삶아 건진 뒤 결대로 찢어 준비한다.","2. 노랑 파프리카, 양파, 오이, 당근은 채 썬다.","3. 곤약면은 끓는 물에 살짝 데쳐 건진 뒤 찬물에 씻어 체에 밭쳐 물기를 제거한다.","4. 들깨소스를 만든다.","5. 곤약면에 삶은 닭가슴살, 채 썬 채소, 들깨소스를 넣어 버무린다.","","","","",""
"804","요거트 단호박 샐러드","5","기타","일품","247.00","270.60","48.10","8.50","4.90","36.20","","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310040200_1615359720665.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310040220_1615359740862.JPG","단호박(100g), 감자(5g), 표고버섯(5g), 불린 곤드레나물(10g), 불린 쌀(30g), 건포도(5g), 건무화과(5g), 볶은 호두(5g), 볶은 아몬드 슬라이스(5g), 라즈베리(5g), 요거트(20g)","1. 단호박은 껍질을 벗겨 찜기에 넣어 5분간 찐 뒤 으깬다.","2. 감자와 표고버섯은 채 썰고, 불린 곤드레나물은 잘게 썬다.","3. 냄비에 불린 쌀, 채 썬 감자와 표고버섯, 불린 곤드레나물, 물(20㎖)을 넣어 센 불로 5분 30초간 끓인다.","4. 오븐 팬에 감자곤드레밥을 얇게 편 뒤 180℃로 예열한 오븐에 구워 누룽지를 만든다.","5. 으깬 단호박에 건과일과 볶은 호두, 볶은 아몬드 슬라이스를 넣어 고루 섞는다.","","","","",""
"805","홍합 배춧국","3","끓이기","국&찌개","286.00","23.07","2.14","2.01","0.72","60.48","홍합","http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408102339_1554686619522.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408102341_1554686621303.jpg","홍합 50g, 배추 50g, 무 30g, 마늘 2g, 파 3g, 홍고추 1g, 소금 0.3g","1. 끓는 물에 한 입 크기로 썬 무를 넣는다.","2. 무가 투명해지면 배추를 넣고 끓인다.","3. 홍합을 넣는다.","4. 홍합이 입을 벌리면 마늘을 다져 넣어 조미한다.","5. 소금을 넣는다.","","","","",""
"806","얼큰 콩나물 수제비","3","끓이기","일품","376.50","228.82","47.95","9.06","0.09","466.20","","http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408011347_1554696827859.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408011349_1554696829756.jpg","콩나물 50g, 황태머리 40g, 고추장 10g, 밀가루 100g, 고춧가루 5g, 소금 2g","1. 밀가루에 소금을 섞어 반죽한 뒤 숙성시킨다.","2. 황태머리를 구운 뒤 찬물에 넣고 끓여 육수를 만들어 거즈에 거른다.","3. 냄비에 2의 육수를 붓고 콩나물 1/2를 넣은 뒤 끓어 오르면 고추장과 고춧가루를 풀어 끓인다.","4. 숙성된 수제비 반죽을 밀어 따로 끓인 물에 삶아 건진다.","5. 3에 4의 수제비를 넣고 한소끔 끓인다.","","","","",""
"807","단호박 생선탕수, 키위소스","3","튀기기","반찬","1165.50","116.56","13.68","3.85","5.16","140.65","","http://www.foodsafetykorea.go.kr/uploadimg/20190410/20190410113325_1554863605497.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20190410/20190410113328_1554863608103.jpg","동태살 120g, 단호박 10g, 당근 15g, 오이 15g, 양파 15g, 전분 30g, 계란 110g, 튀김가루 10g, 목이버섯 3g, 식초 15g, 키위소스 20g","1. 따뜻한 물에 부린 목이버섯, 동태살, 당근, 오이, 양파를 먹기 좋은 크기로 썬다.","2. 동태살에 소금과 흰후추로 밑간을 하고 녹말과 계란 흰자를 섞어 튀김옷을 만든다.","3. 동태살에 튀김옷을 입혀 기름에 튀긴다.","4. 물, 계란, 튀김가루를 섞어 튀김옷을 만든 뒤 단호박을 튀긴다.","5. 프라이팬에 기름을 두르고 당근, 양파, 목이버섯을 볶는다.","","","","",""
"808","낙지모듬초말이","3","기타","반찬","214.05","46.70","7.30","3.70","0.30","67.50","","http://www.foodsafetykorea.go.kr/uploadimg/20200317/20200317112606_1584411966414.JPG","http://www.foodsafetykorea.go.kr/uploadimg/20200317/20200317112606_1584411966711.JPG","낙지 30g, 가지 12g, 오이 7g, 표고버섯 24g, 당근 10g, 미나리 12g, 홍고추 0.1g, 설탕 15g, 식초 25g, 물 30m , 사과 10g, 간장10g, 고춧가루 1g, 깨 1g","1. 낙지는 살짝 데치고 한입 크기로 썬다.","2. 오이와 당근, 표고, 가지는 얇게 동그란 모양으로 썰고 가지와 표고를 살짝 구워준다.","3. 설탕, 식초, 물로 초절이 양념을 만들어 오이, 당근, 구운 가지와 표고를 절인다.","4. ③의 재료에 낙지를 올린 후 데친 미나리로 감싼다.","5. 사과를 잘게 다져서 준비한다.","","","","",""
"809","삼각김밥 빵","2","기타","기타","2540.50","212.00","31.83","10.81","4.64","3.79","","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129053949_1611909589857.jpg","http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129054010_1611909610567.jpg","(반죽재료) 쌀가루 200g, 우유 80g, 물 15ml, 르뱅 발효종 160g, 달걀 50g(1개), 소금 3g, 올리브유 25g, 양파 30g, 당근 30g, 먹물 가루 30g 
(속재료) 토마토 250g, 양파 150g, 피망 60g, 마늘 20g, 닭가슴살 300g, 오레가노 5g, 바질가루 5g, 월계수잎 5g, 후추 5g, 소금5g, 고추5g, 고춧가루5g,모짜렐라 치즈 50g","1. (속재료) 양파, 마늘, 토마토, 파프리카, 닭가슴살을 다져 올리브유를 두른 팬에 볶아준 후에 월계수 잎을 넣고 졸이다가 고추, 오레가노, 바질가루, 고춧가루, 소금, 후추를 넣고 간을 맞춘다.","2. 반죽재료를 모두 넣고 1단으로 믹싱한 후 올리브유를 넣고 최종단계 직전까지 믹싱이 되면 다진 양파와 당근을 넣고 최종단계까지 믹싱한다.","3. 1차 발효(30분~40분)후에 반죽을 각 70g씩 총 3개로 분할하여 둥글리기 한 후 랩을 덮어 중간발효(10분)를 한다.","4. 반죽을 손 위에 놓고 납작하게 눌러서 속재료 40g과 모짜렐라치즈 10g을 넣고 봉합 한 뒤에 삼각형 모양으로 만든다.
★이음새가 벌어지면 구우면서 반죽이 터져지니 꼼꼼히 붙여주세요.","5. 팬닝 후 2차 발효(30분)를 한다.","","","","",""
